,Artist,Position,Streams,Track Name,Week,acousticness,album,artist_top_genre,danceability,energy,instrumentalness,length,liveness,loudness,popularity,release_date,speechiness,tempo,time_signature
2026,Lewis Capaldi,27.0,2187157.0,Before You Go,2019-12-20--2019-12-27,0.604,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,0.459,0.575,0.0,215106.0,0.0885,-4.858,86.0,2019-11-22,0.0573,111.881,4.0
2027,Dua Lipa,28.0,2127308.0,Don't Start Now,2019-12-20--2019-12-27,0.0125,Don't Start Now,dance pop,0.794,0.793,0.0,183290.0,0.0952,-4.521,86.0,2019-10-31,0.0842,123.941,4.0
2028,Dean Martin,29.0,2071115.0,Let It Snow! Let It Snow! Let It Snow!,2019-12-20--2019-12-27,0.912,A Winter Romance,adult standards,0.451,0.24,2.45e-06,117146.0,0.175,-14.014,67.0,1959-01-01,0.0351,134.009,4.0
2029,Nat King Cole,30.0,2042480.0,The Christmas Song (Merry Christmas To You),2019-12-20--2019-12-27,0.92,The Christmas Song (Expanded Edition),adult standards,0.319,0.21,8.06e-05,192160.0,0.138,-15.231,63.0,1962,0.0341,78.696,4.0
2030,Wizzard,31.0,1900487.0,I Wish It Could Be Christmas Everyday,2019-12-20--2019-12-27,0.00422,I Wish It Could Be Christmas Everyday,classic uk pop,0.383,0.914,1.4e-05,278946.0,0.444,-6.43,48.0,2007-11-16,0.0515,139.955,4.0
2031,Slade,32.0,1796560.0,Merry Xmas Everybody,2019-12-20--2019-12-27,0.0199,Wall Of Hits,album rock,0.367,0.623,0.000731,205466.0,0.159,-9.436,2.0,1991-01-01,0.0499,128.268,4.0
2032,Sam Smith,33.0,1791728.0,Have Yourself A Merry Little Christmas,2019-12-20--2019-12-27,0.957,Have Yourself A Merry Little Christmas,pop,0.438,0.178,0.0,170964.0,0.316,-9.402,61.0,2014-12-05,0.0414,75.248,1.0
2033,Billie Eilish,34.0,1776403.0,everything i wanted,2019-12-20--2019-12-27,0.902,everything i wanted,electropop,0.704,0.225,0.657,245425.0,0.106,-14.454,87.0,2019-11-13,0.0994,120.006,4.0
2034,Kylie Minogue,35.0,1743478.0,Santa Baby,2019-12-20--2019-12-27,0.752,Kylie Christmas,australian dance,0.675,0.384,0.0,201653.0,0.167,-7.12,40.0,2015-11-13,0.045,86.953,4.0
2035,Michael Bublé,36.0,1664875.0,Santa Claus Is Coming to Town,2019-12-20--2019-12-27,0.785,Christmas,adult standards,0.594,0.389,0.0,171093.0,0.0313,-7.109,43.0,2011-10-14,0.0517,122.331,4.0
2036,Perry Como,37.0,1636801.0,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2019-12-20--2019-12-27,0.76,Greatest Christmas Songs,adult standards,0.724,0.276,0.0,155933.0,0.116,-12.25,63.0,1999-08-20,0.0599,112.874,4.0
2037,Harry Styles,38.0,1622950.0,Adore You,2019-12-20--2019-12-27,0.0237,Fine Line,pop,0.676,0.771,7e-06,207133.0,0.102,-3.675,87.0,2019-12-13,0.0483,99.048,4.0
2038,Coldplay,39.0,1610344.0,Christmas Lights,2019-12-20--2019-12-27,0.131,Christmas Lights,permanent wave,0.312,0.418,0.000679,242495.0,0.0836,-9.146,58.0,2010-11-26,0.0296,130.795,4.0
2039,The Jackson 5,40.0,1606575.0,Santa Claus Is Coming To Town,2019-12-20--2019-12-27,0.277,Jackson Five Christmas Album,motown,0.696,0.564,0.000353,148160.0,0.133,-10.803,34.0,1970-01-01,0.0371,146.709,4.0
2040,Lewis Capaldi,41.0,1581530.0,Someone You Loved,2019-12-20--2019-12-27,0.751,Divinely Uninspired To A Hellish Extent,pop,0.501,0.405,0.0,182160.0,0.105,-5.679,90.0,2019-05-17,0.0319,109.891,4.0
2041,Bruce Springsteen,42.0,1531254.0,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",2019-12-20--2019-12-27,0.362,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",classic rock,0.355,0.668,1.23e-06,267600.0,0.727,-8.444,56.0,1981,0.0482,139.734,4.0
2042,Boney M.,43.0,1504062.0,Mary's Boy Child / Oh My Lord,2019-12-20--2019-12-27,0.278,Worldmusic for Christmas,disco,0.781,0.718,0.0,241426.0,0.202,-8.722,46.0,2017-11-10,0.0361,112.542,4.0
2043,Daryl Hall & John Oates,44.0,1503121.0,Jingle Bell Rock - Daryl's Version,2019-12-20--2019-12-27,0.613,Jingle Bell Rock,album rock,0.666,0.841,0.0,126360.0,0.113,-3.592,59.0,1983-11-01,0.0312,128.706,4.0
2044,Jona Lewie,45.0,1419872.0,Stop The Cavalry,2019-12-20--2019-12-27,0.35,Heart Skips Beat,new wave pop,0.698,0.384,0.00239,176360.0,0.0772,-9.471,47.0,1982,0.0398,97.215,4.0
2045,Regard,46.0,1419097.0,Ride It,2019-12-20--2019-12-27,0.177,Ride It,edm,0.88,0.751,6.43e-05,157605.0,0.106,-4.258,87.0,2019-07-26,0.0874,117.948,4.0
2046,Elvis Presley,47.0,1409948.0,Blue Christmas,2019-12-20--2019-12-27,0.9,Elvis' Christmas Album,rock-and-roll,0.465,0.27,0.00104,129173.0,0.145,-16.661,60.0,1957-10-15,0.0425,94.518,4.0
2047,Mariah Carey,48.0,1400091.0,Christmas (Baby Please Come Home),2019-12-20--2019-12-27,0.022,Merry Christmas,dance pop,0.561,0.782,0.0,153240.0,0.109,-7.444,63.0,1994-11-01,0.0317,127.148,4.0
2048,Trevor Daniel,49.0,1379337.0,Falling,2019-12-20--2019-12-27,0.123,Falling,alternative r&b,0.785,0.431,0.0,159381.0,0.0887,-8.756,86.0,2018-10-05,0.0364,127.085,4.0
2049,Burl Ives,50.0,1373125.0,A Holly Jolly Christmas - Single Version,2019-12-20--2019-12-27,0.579,Have A Holly Jolly Christmas,adult standards,0.683,0.375,0.0,135533.0,0.076,-13.056,57.0,1965-01-01,0.0303,140.467,4.0
2050,Stormzy,51.0,1368809.0,Vossi Bop,2019-12-20--2019-12-27,0.13,Heavy Is The Head,grime,0.682,0.653,0.00116,196266.0,0.129,-6.062,69.0,2019-12-13,0.339,188.115,4.0
2051,MEDUZA,52.0,1357685.0,Lose Control,2019-12-20--2019-12-27,0.129,Lose Control,brazilian edm,0.598,0.526,0.0,168387.0,0.14,-8.659,85.0,2019-10-11,0.0415,123.935,4.0
2052,Stormzy,53.0,1351972.0,Audacity (feat. Headie One),2019-12-20--2019-12-27,0.0523,Heavy Is The Head,grime,0.678,0.516,0.0,245920.0,0.13,-4.601,68.0,2019-12-13,0.444,133.939,4.0
2053,Harry Styles,54.0,1348090.0,Lights Up,2019-12-20--2019-12-27,0.0392,Fine Line,pop,0.575,0.621,0.0045,172213.0,0.141,-8.165,82.0,2019-12-13,0.032,101.987,4.0
2054,The Jackson 5,55.0,1347329.0,I Saw Mommy Kissing Santa Claus,2019-12-20--2019-12-27,0.301,Jackson Five Christmas Album,motown,0.571,0.585,1.91e-05,179666.0,0.688,-11.694,32.0,1970-01-01,0.0548,128.487,4.0
2055,blackbear,56.0,1336164.0,hot girl bummer,2019-12-20--2019-12-27,0.128,hot girl bummer,pop,0.778,0.559,0.0,185093.0,0.399,-7.109,65.0,2019-08-23,0.0776,129.989,1.0
2056,Britney Spears,57.0,1324402.0,My Only Wish (This Year),2019-12-20--2019-12-27,0.175,A Christmas Gift from Rilakkuma,dance pop,0.666,0.824,0.0,257026.0,0.205,-4.743,22.0,2019-11-13,0.0267,147.069,4.0
2057,Tony Bennett,58.0,1299532.0,Winter Wonderland,2019-12-20--2019-12-27,0.833,Snowfall - The Tony Bennett Christmas Album,adult standards,0.452,0.366,0.0,133866.0,0.0789,-14.152,58.0,1968-11-06,0.0415,114.993,4.0
2058,Post Malone,59.0,1268735.0,Circles,2019-12-20--2019-12-27,0.192,Hollywood's Bleeding,dfw rap,0.695,0.762,0.00244,215280.0,0.0863,-3.497,89.0,2019-09-06,0.0395,120.042,4.0
2059,Chuck Berry,60.0,1263501.0,Run Rudolph Run - Single Version,2019-12-20--2019-12-27,0.812,Rock 'N' Roll Rarities,blues rock,0.681,0.715,9.43e-06,165733.0,0.0777,-10.609,59.0,1986-01-01,0.0912,152.132,4.0
2060,Camila Cabello,61.0,1240710.0,My Oh My (feat. DaBaby),2019-12-20--2019-12-27,0.018,Romance,dance pop,0.724,0.491,1.29e-05,170746.0,0.0887,-6.024,81.0,2019-12-06,0.0296,105.046,4.0
2061,Harry Styles,62.0,1230525.0,Watermelon Sugar,2019-12-20--2019-12-27,0.122,Fine Line,pop,0.548,0.816,0.0,174000.0,0.335,-4.209,95.0,2019-12-13,0.0465,95.39,4.0
2062,Stormzy,63.0,1224649.0,Lessons,2019-12-20--2019-12-27,0.574,Heavy Is The Head,grime,0.637,0.509,0.0,187933.0,0.154,-7.985,63.0,2019-12-13,0.38,94.202,4.0
2063,Eartha Kitt,64.0,1203032.0,Santa Baby (with Henri René & His Orchestra),2019-12-20--2019-12-27,0.902,Heavenly Eartha,adult standards,0.7,0.138,0.0,206066.0,0.185,-12.347,48.0,2002,0.0612,84.487,4.0
2064,Maroon 5,65.0,1188797.0,Memories,2019-12-20--2019-12-27,0.837,Memories,pop,0.764,0.32,0.0,189486.0,0.0822,-7.209,89.0,2019-09-20,0.0546,91.019,4.0
2065,Pretenders,66.0,1174908.0,2000 Miles - 2007 Remaster,2019-12-20--2019-12-27,0.00292,Learning to Crawl (Expanded & Remastered),album rock,0.22,0.708,0.0267,220426.0,0.102,-9.051,51.0,1984,0.035,66.214,4.0
2066,Mud,67.0,1173640.0,Lonely This Christmas,2019-12-20--2019-12-27,0.81,"A's, B's And Rarities",classic uk pop,0.551,0.325,0.000112,213160.0,0.115,-13.507,38.0,2005-12-20,0.0286,98.932,3.0
2067,The Weeknd,68.0,1164198.0,Blinding Lights,2019-12-20--2019-12-27,0.00147,Blinding Lights,canadian contemporary r&b,0.513,0.796,0.000209,201573.0,0.0938,-4.075,34.0,2019-11-29,0.0629,171.017,4.0
2068,Billie Eilish,69.0,1153303.0,bad guy,2019-12-20--2019-12-27,0.328,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",electropop,0.701,0.425,0.13,194087.0,0.1,-10.965,88.0,2019-03-29,0.375,135.128,4.0
2069,Michael Bublé,70.0,1144105.0,I'll Be Home for Christmas,2019-12-20--2019-12-27,0.934,Christmas,adult standards,0.282,0.101,5.05e-05,264826.0,0.159,-14.657,50.0,2011-10-14,0.0315,83.13,4.0
2070,Endor,71.0,1140632.0,Pump It Up,2019-12-20--2019-12-27,0.203,Pump It Up,deep groove house,0.899,0.894,9.95e-05,150635.0,0.0606,-7.255,76.0,2019-09-13,0.222,129.045,4.0
2071,Sia,72.0,1132613.0,Santa's Coming for Us,2019-12-20--2019-12-27,0.0205,Everyday Is Christmas,australian dance,0.669,0.854,0.0,206533.0,0.047,-4.486,51.0,2017-11-17,0.0999,93.057,4.0
2072,Juice WRLD,73.0,1116453.0,Lucid Dreams,2019-12-20--2019-12-27,0.349,Goodbye & Good Riddance,chicago rap,0.511,0.566,0.0,239835.0,0.34,-7.23,88.0,2018-12-10,0.2,83.903,4.0
2073,Meghan Trainor,74.0,1112737.0,I'll Be Home,2019-12-20--2019-12-27,0.318,Title (Expanded Edition),dance pop,0.542,0.37,4.84e-06,219653.0,0.108,-7.779,50.0,2015-01-09,0.0257,84.796,4.0
2074,Ariana Grande,75.0,1112318.0,Santa Baby,2019-12-20--2019-12-27,0.0501,Christmas Kisses,dance pop,0.748,0.778,0.0,170933.0,0.284,-5.752,61.0,2013-01-01,0.137,95.989,4.0
2075,Ed Sheeran,76.0,1109675.0,South of the Border (feat. Camila Cabello & Cardi B),2019-12-20--2019-12-27,0.148,No.6 Collaborations Project,pop,0.857,0.621,0.0,204466.0,0.0865,-6.376,81.0,2019-07-12,0.0825,97.989,4.0
2076,Stevie Wonder,77.0,1091776.0,What Christmas Means To Me,2019-12-20--2019-12-27,0.244,Someday At Christmas,funk,0.478,0.542,0.0,147226.0,0.0839,-10.135,49.0,1967-11-01,0.0367,167.486,4.0
2077,Lewis Capaldi,78.0,1029551.0,Bruises,2019-12-20--2019-12-27,0.946,Divinely Uninspired To A Hellish Extent,pop,0.736,0.308,0.0,220492.0,0.186,-7.83,84.0,2019-05-17,0.0677,111.202,4.0
2078,The Weeknd,79.0,1013104.0,Heartless,2019-12-20--2019-12-27,0.00632,Heartless,canadian contemporary r&b,0.531,0.75,7.6e-05,200080.0,0.117,-5.831,18.0,2019-11-27,0.111,169.954,4.0
2079,Selena Gomez,80.0,988654.0,Lose You To Love Me,2019-12-20--2019-12-27,0.576,Lose You To Love Me,dance pop,0.505,0.34,0.0,206458.0,0.21,-9.005,14.0,2019-10-23,0.0438,101.993,4.0
2080,AJ Tracey,81.0,986848.0,Ladbroke Grove,2019-12-20--2019-12-27,0.0939,AJ Tracey,grime,0.903,0.839,0.0,190537.0,0.102,-9.447,73.0,2019-02-08,0.208,133.986,4.0
2081,Michael Bublé,82.0,977633.0,White Christmas (with Shania Twain),2019-12-20--2019-12-27,0.469,Christmas,adult standards,0.628,0.484,1.23e-05,216626.0,0.126,-7.588,47.0,2011-10-14,0.0319,63.476,4.0
2082,Ella Fitzgerald,83.0,975040.0,Sleigh Ride,2019-12-20--2019-12-27,0.764,Ella Wishes You A Swinging Christmas (Expanded Edition),adult standards,0.508,0.287,0.0,175986.0,0.153,-12.472,55.0,1960-01-01,0.0523,154.759,4.0
2083,Jax Jones,84.0,972419.0,This Is Real (ft. Ella Henderson),2019-12-20--2019-12-27,0.0259,Snacks (Supersize),dance pop,0.684,0.819,0.0775,199160.0,0.0985,-5.072,70.0,2019-09-06,0.0413,122.008,4.0
2084,Mykola Dmytrovych Leontovych,85.0,970608.0,Carol of the Bells,2019-12-20--2019-12-27,0.994,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],post-romantic era,0.418,0.106,0.0292,85266.0,0.179,-22.507,59.0,1990,0.0448,46.718,4.0
2085,Michael Bublé,86.0,954040.0,Cold December Night,2019-12-20--2019-12-27,0.00722,Christmas,adult standards,0.517,0.702,0.0,198266.0,0.0896,-6.763,43.0,2011-10-14,0.0247,83.873,4.0
2086,Brett Eldredge,87.0,947642.0,"Baby, It's Cold Outside (feat. Meghan Trainor)",2019-12-20--2019-12-27,0.738,Glow,contemporary country,0.583,0.572,0.0,173560.0,0.266,-4.776,57.0,2016-10-28,0.0366,113.998,4.0
2087,Dean Martin,88.0,908624.0,"Baby, It's Cold Outside",2019-12-20--2019-12-27,0.882,A Winter Romance,adult standards,0.469,0.196,0.0,143733.0,0.0513,-16.093,53.0,1959-01-01,0.0571,130.036,3.0
2088,Queen,89.0,906739.0,Thank God It's Christmas - Non-Album Single,2019-12-20--2019-12-27,0.214,The Works (Deluxe Edition 2011 Remaster),classic rock,0.296,0.421,0.0,261626.0,0.232,-8.891,49.0,1984-02-27,0.0285,83.425,5.0
2089,Bing Crosby,90.0,900532.0,It's Beginning To Look Like Christmas,2019-12-20--2019-12-27,0.77,White Christmas,adult standards,0.473,0.212,0.0,166000.0,0.136,-15.018,57.0,1945-01-01,0.0496,96.94,4.0
2090,Destiny's Child,91.0,895542.0,8 Days of Christmas,2019-12-20--2019-12-27,0.0501,The Writing's On The Wall,dance pop,0.687,0.843,0.0,210133.0,0.0604,-1.18,39.0,1999-09-07,0.194,99.789,4.0
2091,Gwen Stefani,92.0,888533.0,You Make It Feel Like Christmas (feat. Blake Shelton),2019-12-20--2019-12-27,0.0156,You Make It Feel Like Christmas,dance pop,0.635,0.87,0.0,156773.0,0.118,-4.291,56.0,2017-10-06,0.04,93.0,4.0
2092,Travis Scott,93.0,887235.0,HIGHEST IN THE ROOM,2019-12-20--2019-12-27,0.0546,HIGHEST IN THE ROOM,rap,0.598,0.427,5.83e-06,175720.0,0.21,-8.764,88.0,2019-10-04,0.0317,76.469,4.0
2093,Dave,94.0,883541.0,Location (feat. Burna Boy),2019-12-20--2019-12-27,0.271,PSYCHODRAMA,uk hip hop,0.812,0.496,0.0,241293.0,0.0955,-5.969,76.0,2019-03-08,0.297,109.979,4.0
2094,Céline Dion,95.0,873183.0,Happy Xmas (War Is Over),2019-12-20--2019-12-27,0.451,These Are Special Times,canadian pop,0.347,0.6,0.0,254706.0,0.279,-5.254,54.0,1998,0.0303,172.062,4.0
2095,Shawn Mendes,96.0,867506.0,Señorita,2019-12-20--2019-12-27,0.0392,Shawn Mendes (Deluxe),canadian pop,0.759,0.548,0.0,190799.0,0.0828,-6.049,82.0,2019-06-19,0.029,116.967,4.0
2096,Fredo,97.0,866399.0,Netflix & Chill,2019-12-20--2019-12-27,0.137,Netflix & Chill,grime,0.859,0.619,0.0,221818.0,0.0933,-9.434,64.0,2019-11-08,0.121,132.01,4.0
2097,Young T & Bugsey,98.0,862887.0,Don't Rush (feat. Headie One),2019-12-20--2019-12-27,0.202,Don't Rush (feat. Headie One),afroswing,0.961,0.461,0.00402,207640.0,0.162,-8.684,75.0,2019-11-07,0.27,108.028,4.0
2098,East 17,99.0,861376.0,Stay Another Day,2019-12-20--2019-12-27,0.578,Steam,boy band,0.524,0.489,0.000624,267133.0,0.186,-7.828,56.0,1994-01-01,0.0274,127.768,4.0
2099,Jonas Brothers,100.0,857501.0,Like It's Christmas,2019-12-20--2019-12-27,0.0183,Like It's Christmas,boy band,0.725,0.571,0.0,200880.0,0.0519,-6.007,60.0,2019-11-08,0.102,146.035,4.0
2100,Stormzy,101.0,853535.0,Crown,2019-12-20--2019-12-27,0.701,Heavy Is The Head,grime,0.542,0.581,1.02e-06,213463.0,0.0741,-5.687,64.0,2019-12-13,0.159,108.909,4.0
2101,Dean Martin,102.0,847448.0,Rudolph The Red-Nosed Reindeer,2019-12-20--2019-12-27,0.919,A Winter Romance,adult standards,0.478,0.201,0.0,135760.0,0.0854,-16.768,56.0,1959-01-01,0.0332,136.471,4.0
2102,Riton,103.0,841884.0,Turn Me On (feat. Vula),2019-12-20--2019-12-27,0.0149,Turn Me On (feat. Vula),house,0.737,0.828,0.000583,208473.0,0.0862,-4.711,78.0,2019-09-13,0.0396,124.052,4.0
2103,Christina Aguilera,104.0,838002.0,Have Yourself a Merry Little Christmas,2019-12-20--2019-12-27,0.871,My Kind Of Christmas,dance pop,0.244,0.274,1.18e-05,243133.0,0.0897,-10.433,53.0,2000-11-03,0.04,68.534,4.0
2104,Idina Menzel,105.0,832152.0,Baby It's Cold Outside (duet with Michael Bublé),2019-12-20--2019-12-27,0.647,Holiday Wishes,hollywood,0.553,0.476,0.0,166146.0,0.281,-8.869,54.0,2014-10-10,0.0649,113.401,3.0
2105,KSI,106.0,831261.0,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",2019-12-20--2019-12-27,0.353,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",uk hip hop,0.591,0.8,0.0,175462.0,0.247,-4.956,64.0,2019-11-08,0.286,139.472,4.0
2106,The Beach Boys,107.0,819187.0,Little Saint Nick - 1991 Remix,2019-12-20--2019-12-27,0.108,The Beach Boys' Christmas Album,baroque pop,0.602,0.553,0.0,118840.0,0.0512,-9.336,54.0,1964-11-09,0.0328,130.594,4.0
2107,Michael Bublé,108.0,817936.0,Jingle Bells (feat. The Puppini Sisters),2019-12-20--2019-12-27,0.634,Christmas,adult standards,0.702,0.588,0.0,159973.0,0.198,-5.914,43.0,2011-10-14,0.0563,122.945,3.0
2108,Ed Sheeran,109.0,817285.0,Beautiful People (feat. Khalid),2019-12-20--2019-12-27,0.124,No.6 Collaborations Project,pop,0.64,0.647,0.0,197866.0,0.0801,-8.114,77.0,2019-07-12,0.186,92.979,4.0
2109,Michael Bublé,110.0,805320.0,All I Want for Christmas Is You,2019-12-20--2019-12-27,0.42,Christmas,adult standards,0.503,0.465,0.0,171826.0,0.101,-8.077,41.0,2011-10-14,0.0274,141.793,4.0
2110,Ed Sheeran,111.0,803941.0,I Don't Care (with Justin Bieber),2019-12-20--2019-12-27,0.0902,No.6 Collaborations Project,pop,0.798,0.676,0.0,219946.0,0.0894,-5.041,79.0,2019-07-12,0.0442,101.956,4.0
2111,Young T & Bugsey,112.0,789873.0,Strike a Pose (feat. Aitch),2019-12-20--2019-12-27,0.0107,Strike a Pose (feat. Aitch),afroswing,0.531,0.581,1.62e-05,214203.0,0.101,-5.801,66.0,2019-06-06,0.101,137.776,5.0
2112,Lil Tecca,113.0,789319.0,Ransom,2019-12-20--2019-12-27,0.0204,We Love You Tecca,melodic rap,0.745,0.642,0.0,131240.0,0.0658,-6.257,83.0,2019-08-30,0.287,179.974,4.0
2113,Liam Payne,114.0,778369.0,All I Want (For Christmas),2019-12-20--2019-12-27,0.811,LP1,dance pop,0.581,0.257,0.0,181144.0,0.514,-10.079,0.0,2019-12-06,0.0355,140.007,4.0
2114,J Hus,115.0,773146.0,Must Be,2019-12-20--2019-12-27,0.0251,Must Be,afroswing,0.544,0.677,6.93e-06,207975.0,0.241,-5.011,57.0,2019-11-08,0.342,90.701,4.0
2115,Taylor Swift,116.0,763010.0,Christmas Tree Farm,2019-12-20--2019-12-27,0.06,Christmas Tree Farm,dance pop,0.598,0.68,0.0,228026.0,0.324,-4.505,61.0,2019-12-06,0.0331,134.002,4.0
2116,Michael Bublé,117.0,761947.0,Christmas (Baby Please Come Home),2019-12-20--2019-12-27,0.000942,Christmas,adult standards,0.495,0.793,8.29e-06,187920.0,0.0791,-5.696,41.0,2011-10-14,0.03,125.998,4.0
2117,Dave,118.0,760325.0,Professor X,2019-12-20--2019-12-27,0.11,Professor X,uk hip hop,0.891,0.675,0.0,217704.0,0.275,-6.892,69.0,2019-09-13,0.152,127.012,4.0
2118,Aitch,119.0,753534.0,Taste (Make It Shake),2019-12-20--2019-12-27,0.277,AitcH2O,manchester hip hop,0.761,0.442,0.0,213680.0,0.125,-12.872,66.0,2019-09-06,0.383,97.753,3.0
2119,Aitch,120.0,752356.0,Buss Down (feat. ZieZie),2019-12-20--2019-12-27,0.109,AitcH2O,manchester hip hop,0.795,0.779,1.44e-05,211786.0,0.0836,-5.413,63.0,2019-09-06,0.177,95.045,4.0
2120,Frank Sinatra,121.0,750535.0,Jingle Bells - Remastered 1999,2019-12-20--2019-12-27,0.727,A Jolly Christmas From Frank Sinatra,adult standards,0.512,0.339,0.0,120693.0,0.0977,-13.119,46.0,1957-09,0.0498,174.609,4.0
2121,Post Malone,122.0,748175.0,Sunflower - Spider-Man: Into the Spider-Verse,2019-12-20--2019-12-27,0.533,Hollywood's Bleeding,dfw rap,0.755,0.522,0.0,157560.0,0.0685,-4.368,82.0,2019-09-06,0.0575,89.96,4.0
2122,Harry Styles,123.0,744419.0,Falling,2019-12-20--2019-12-27,0.839,Fine Line,pop,0.567,0.267,1.46e-06,240133.0,0.089,-6.502,87.0,2019-12-13,0.0299,110.011,4.0
2123,Donny Hathaway,124.0,732026.0,This Christmas,2019-12-20--2019-12-27,0.292,Donny Hathaway,chicago soul,0.634,0.645,0.0,231173.0,0.246,-9.2,35.0,1971,0.0376,93.05,4.0
2124,DigDat,125.0,731784.0,New Dior,2019-12-20--2019-12-27,0.459,New Dior,uk hip hop,0.729,0.531,0.0,203128.0,0.0693,-9.568,57.0,2019-11-21,0.371,156.132,4.0
2125,Juice WRLD,126.0,729256.0,Bandit (with YoungBoy Never Broke Again),2019-12-20--2019-12-27,0.0687,Bandit (with YoungBoy Never Broke Again),chicago rap,0.474,0.631,0.0,189322.0,0.132,-5.884,84.0,2019-10-04,0.343,180.051,4.0
2126,Cliff Richard,127.0,724713.0,Mistletoe and Wine,2019-12-20--2019-12-27,0.69,Together With Cliff Richard,adult standards,0.498,0.432,0.0,245333.0,0.136,-14.392,46.0,1991-11-18,0.0345,135.002,3.0
2127,Ariana Grande,128.0,724439.0,Last Christmas,2019-12-20--2019-12-27,0.125,Christmas Kisses,dance pop,0.504,0.8,0.0,203653.0,0.109,-2.763,61.0,2013-01-01,0.0391,205.945,4.0
2128,The Ronettes,129.0,722929.0,Frosty the Snowman,2019-12-20--2019-12-27,0.228,Relaxing Christmas Music,brill building pop,0.382,0.879,0.0,136306.0,0.408,-7.584,38.0,2019-11-09,0.0642,143.741,4.0
2129,Lewis Capaldi,130.0,720641.0,Hold Me While You Wait,2019-12-20--2019-12-27,0.443,Divinely Uninspired To A Hellish Extent,pop,0.688,0.53,0.0,205686.0,0.0995,-5.507,82.0,2019-05-17,0.0333,106.958,4.0
2130,Stormzy,131.0,720261.0,Wiley Flow,2019-12-20--2019-12-27,0.241,Heavy Is The Head,grime,0.716,0.68,0.0,207365.0,0.202,-4.721,65.0,2019-12-13,0.309,140.417,4.0
2131,Frank Sinatra,132.0,717420.0,Mistletoe And Holly - Remastered 1999,2019-12-20--2019-12-27,0.804,A Jolly Christmas From Frank Sinatra,adult standards,0.607,0.103,0.0,136426.0,0.076,-14.405,52.0,1957-09,0.0404,110.378,4.0
2132,Nat King Cole,133.0,717333.0,Joy To The World,2019-12-20--2019-12-27,0.818,The Christmas Song (Expanded Edition),adult standards,0.553,0.337,0.0,84986.0,0.113,-10.334,58.0,1962,0.03,101.918,4.0
2133,*NSYNC,134.0,712639.0,"Merry Christmas, Happy Holidays",2019-12-20--2019-12-27,0.0999,Home For Christmas,boy band,0.655,0.942,0.0,252906.0,0.878,-3.984,0.0,1998,0.0481,105.007,4.0
2134,Greg Lake,135.0,690870.0,I Believe in Father Christmas,2019-12-20--2019-12-27,0.24,I Believe in Father Christmas,art rock,0.39,0.491,3.35e-06,212106.0,0.102,-9.07,37.0,1975-11-01,0.0286,113.705,4.0
2135,Don Toliver,136.0,689640.0,No Idea,2019-12-20--2019-12-27,0.519,No Idea,rap,0.651,0.631,0.000579,154424.0,0.165,-5.717,16.0,2019-05-29,0.0896,127.994,4.0
2136,Billie Eilish,137.0,680585.0,when the party's over,2019-12-20--2019-12-27,0.978,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",electropop,0.367,0.111,3.97e-05,196077.0,0.0897,-14.084,85.0,2019-03-29,0.0972,82.642,4.0
2137,Train,138.0,680482.0,Shake Up Christmas,2019-12-20--2019-12-27,0.0031,"Save Me, San Francisco (Golden Gate Edition)",neo mellow,0.458,0.831,0.0,232213.0,0.337,-2.187,57.0,2010-12-01,0.0654,81.531,4.0
2138,Darkoo,139.0,676934.0,Gangsta,2019-12-20--2019-12-27,0.367,Gangsta,afroswing,0.708,0.649,0.0,216000.0,0.153,-7.961,7.0,2019-11-08,0.306,200.125,4.0
2139,Roddy Ricch,140.0,675375.0,The Box,2019-12-20--2019-12-27,0.104,Please Excuse Me For Being Antisocial,melodic rap,0.896,0.586,0.0,196652.0,0.79,-6.687,89.0,2019-12-06,0.0559,116.971,4.0
2140,Jorja Smith,141.0,672331.0,Be Honest,2019-12-20--2019-12-27,0.344,Lost & Found,pop,0.767,0.746,0.0,207030.0,0.11,-5.891,53.0,2019-10-15,0.106,98.04,4.0
2141,Niall Horan,142.0,666998.0,Nice To Meet Ya,2019-12-20--2019-12-27,0.0119,Nice To Meet Ya,dance pop,0.591,0.841,0.0,158805.0,0.395,-4.351,76.0,2019-10-04,0.0304,109.034,4.0
2142,Ed Sheeran,143.0,664054.0,Take Me Back to London (feat. Stormzy),2019-12-20--2019-12-27,0.219,No.6 Collaborations Project,pop,0.885,0.762,0.0,189733.0,0.162,-5.513,71.0,2019-07-12,0.216,138.058,4.0
